iter	RMSE
216	507.9832583
217	507.6508963
218	507.4222682
219	507.2173584
220	506.9727801
221	506.5568465
222	506.3697035
223	506.1635773
224	505.7932501
225	505.6496462
226	505.1622413
227	504.9125415
228	504.5869946
229	504.3115979
230	504.1442708
231	503.8594327
232	503.5094101
233	503.0644656
234	502.76518
235	502.2335985
236	501.7962928
237	501.3638535
238	501.0637121
239	500.7240777
240	500.5043001
241	500.1155173
242	500.0274951
243	499.6740217
244	499.3057972
245	499.0250017
246	498.7880661
247	498.6013944
248	498.2376859
249	497.9507135
250	497.7734912
251	497.6928837
252	497.375655
253	497.3527737
254	497.0977131
255	496.9423251
256	496.6157865
257	496.0440775
258	495.8937706
259	495.5575548
260	495.5379789
261	495.0597398
262	494.7910362
263	494.4393129
264	494.1899801
265	494.0199374
266	493.5925181
267	493.4145695
268	493.2470896
269	492.9834003
270	492.8245422
271	492.7559811
272	492.5104786
273	492.095504
274	491.8275472
275	491.4672983
276	491.3229242
277	491.1668284
278	490.9905966
279	490.7128781
280	490.5896763
281	490.2709382
282	490.0566583
283	489.7331033
284	489.5229134
285	489.3944051
286	489.2094252
287	489.0100917
288	488.8917596
289	488.623443
290	488.3562149
291	488.0195214
292	487.8243801
293	487.7263291
294	487.4490559
295	487.1195655
296	486.9313597
297	486.7490355
298	486.2954677
299	486.1915678
300	486.0153778
301	485.8325224
302	485.6143166
303	485.4201813
304	485.185018
305	485.0305161
306	484.883514
307	484.796617
308	484.6044587
309	484.3686209
310	484.0729121
311	483.7646887
312	483.6203474
313	483.4972374
314	483.2821184
315	483.1556322
316	483.1321931
317	482.9164293
318	482.582184
319	482.3211255
320	482.099557
321	482.0736884
322	482.011156
323	481.7330664
324	481.5669658
325	481.3220939
326	481.1303933
327	481.0655708
328	480.8481578
329	480.5514435
330	480.3962708
331	480.2771462
332	480.1170647
333	479.8272053
334	479.6838079
335	479.5095484
336	479.3109254
337	479.2217195
338	479.0418329
339	478.7239699
340	478.4101694
341	478.2737766
342	478.1291893
343	478.0293057
344	477.7210236
345	477.2782987
346	477.0757093
347	476.5429189
348	476.4345096
349	476.248903
350	475.9472034
351	475.7349424
352	475.7059827
353	475.5139748
354	475.2690946
355	475.0166604
356	474.5730863
357	474.2945017
358	474.2361224
359	474.0764571
360	473.9231768
361	473.874521
362	473.63857
363	473.3562496
364	473.116108
365	472.8276983
366	472.6567801
367	472.6142947
368	472.2785193
369	472.1818709
370	471.7402186
371	471.4788611
372	471.0504267
373	470.5950664
374	470.517989
375	470.4881272
376	470.2414627
377	470.0446263
378	469.5929861
379	469.1610268
380	468.8787559
381	468.5956796
382	468.4077927
383	468.366155
384	468.0980271
385	467.7960933
386	467.6778491
387	467.4949447
388	467.2390734
389	467.0921034
390	466.8668944
391	466.7969527
392	466.5753039
393	466.5270613
394	466.3628528
395	466.1014626
396	465.8645988
397	465.6721794
398	465.6276514
399	465.4596285
400	465.1376326
401	464.6830847
402	464.5064727
403	464.4745524
404	464.4039086
405	464.3784928
406	464.2280654
407	463.9911892
408	463.7333976
409	463.7121179
410	463.5547082
411	463.2015377
412	463.1560005
413	462.9486899
414	462.884224
415	462.7392956
416	462.5895838
417	462.4545143
418	462.4332848
419	462.2640537
420	462.2406699
421	462.0997065
422	461.878625
423	461.825049
424	461.5973146
425	461.4291579
426	460.9681463
427	460.7243616
428	460.5961814
429	460.5514661
430	460.309122
431	460.165618
432	459.9583134
433	459.9398075
434	459.8030673
435	459.6755326
436	459.5201842
437	459.2992993
438	458.9365432
439	458.8009984
440	458.5597456
441	458.3605375
442	458.166436
443	458.0239181
444	457.7551525
445	457.7043049
446	457.5556395
447	457.4842678
448	457.4255516
449	457.3043027
450	457.1139945
451	456.7702293
452	456.7340331
453	456.3320884
454	456.1374485
455	455.9462372
456	455.8200436
457	455.5052089
458	455.2845186
459	455.1224905
460	454.9353378
461	454.8974732
462	454.7437012
463	454.3922454
464	454.2931509
465	454.1722481
466	453.8269424
467	453.5787081
468	453.4158525
469	453.2377959
470	453.0846602
471	452.9144406
472	452.6857792
473	452.454638
474	452.3129013
475	452.1078374
476	451.8945285
477	451.7205478
478	451.5870675
479	451.1841355
480	451.050874
481	450.9247362
482	450.7516273
483	450.5874047
484	450.4730965
485	450.3593666
486	450.2611991
487	450.129098
488	449.7659132
489	449.464423
490	449.3022267
491	449.2085516
492	448.92937
493	448.7435617
494	448.5746177
495	448.4176234
496	448.1145228
497	447.9163368
498	447.7203715
499	447.5136951
500	447.2865903
501	446.9567571
502	446.5646196
503	446.4588729
504	446.3150846
505	446.2789158
506	446.1178073
507	445.9659099
508	445.8519201
509	445.6524971
510	445.5665729
511	445.4133857
512	445.1246378
513	444.9469035
514	444.8069157
515	444.4739711
516	444.3028518
517	444.1657175
518	444.0575495
519	443.8289253
520	443.4770864
521	443.2644257
522	443.1637315
523	443.0137182
524	442.8713745
525	442.7836966
526	442.5429734
527	442.4591041
528	442.3138877
529	442.1602039
530	441.9451094
531	441.8648871
532	441.7746121
533	441.5209543
534	441.488377
535	441.3649933
536	441.187874
537	440.9493212
538	440.8730027
539	440.7962785
540	440.6489062
541	440.6443913
542	440.385016
543	440.1381816
544	439.9022294
545	439.7034664
546	439.5595444
547	439.4270586
548	439.2817353
549	439.1230163
550	439.0102013
551	438.8735318
552	438.7323858
553	438.6284147
554	438.5359925
555	438.3655124
556	438.1092172
557	437.8257962
558	437.725979
559	437.6110239
560	437.5346745
561	437.3570538
562	437.230894
563	437.1884936
564	437.0038501
565	436.9063669
566	436.8258617
567	436.7530777
568	436.6676547
569	436.3917486
570	436.2417322
571	436.1664367
572	436.0277159
573	435.7572491
574	435.6618908
575	435.4719679
576	435.1742557
577	434.8767073
578	434.6731745
579	434.507922
580	434.0174433
581	433.7569004
582	433.2910296
583	433.1090732
584	432.9110571
585	432.8342725
586	432.8302894
587	432.6814042
588	432.613375
589	432.3204682
590	432.1568547
591	432.0942811
592	431.9592633
593	431.8353742
594	431.5991907
595	431.4021045
596	431.3258083
597	431.2283758
598	430.7759278
599	430.5262623
