iter	Passed	Remaining
396	3131	4755
397	3140	4750
398	3148	4743
399	3156	4734
400	3163	4725
401	3170	4716
402	3177	4707
403	3184	4697
404	3191	4689
405	3198	4679
406	3205	4670
407	3212	4660
408	3218	4651
409	3226	4642
410	3232	4632
411	3239	4623
412	3246	4613
413	3252	4604
414	3259	4595
415	3265	4584
416	3272	4575
417	3278	4565
418	3285	4555
419	3291	4545
420	3298	4536
421	3304	4526
422	3311	4516
423	3317	4507
424	3324	4497
425	3331	4488
426	3336	4477
427	3343	4468
428	3349	4458
429	3356	4448
430	3362	4439
431	3369	4429
432	3375	4420
433	3382	4410
434	3388	4400
435	3394	4390
436	3400	4380
437	3408	4373
438	3415	4364
439	3421	4354
440	3427	4344
441	3433	4334
442	3440	4325
443	3446	4316
444	3453	4306
445	3459	4297
446	3466	4288
447	3472	4278
448	3478	4269
449	3485	4259
450	3491	4250
451	3498	4241
452	3506	4234
453	3513	4225
454	3523	4220
455	3531	4212
456	3538	4204
457	3546	4197
458	3554	4190
459	3564	4184
460	3577	4182
461	3588	4179
462	3598	4174
463	3612	4173
464	3623	4168
465	3635	4166
466	3644	4159
467	3655	4154
468	3663	4147
469	3672	4140
470	3680	4134
471	3689	4127
472	3699	4122
473	3706	4113
474	3716	4108
475	3723	4098
476	3733	4093
477	3740	4084
478	3751	4080
479	3761	4074
480	3769	4066
481	3779	4062
482	3786	4053
483	3798	4049
484	3806	4041
485	3816	4036
486	3829	4033
487	3836	4025
488	3846	4019
489	3857	4014
490	3865	4007
491	3876	4002
492	3884	3994
493	3895	3990
494	3907	3986
495	3916	3979
496	3928	3975
497	3940	3972
498	3950	3965
499	3960	3960
500	3970	3955
501	3978	3947
502	3990	3943
503	4001	3937
504	4009	3929
505	4019	3924
506	4027	3916
507	4036	3908
508	4045	3902
509	4053	3894
510	4062	3887
511	4070	3879
512	4080	3874
513	4088	3865
514	4098	3859
515	4106	3851
516	4114	3844
517	4123	3836
518	4131	3828
519	4140	3821
520	4149	3815
521	4158	3808
522	4166	3800
523	4176	3794
524	4184	3785
525	4192	3777
526	4200	3769
527	4210	3764
528	4220	3758
529	4228	3750
530	4238	3743
531	4247	3736
532	4257	3730
533	4266	3722
534	4274	3715
535	4283	3708
536	4292	3701
537	4302	3695
538	4312	3688
539	4320	3680
540	4331	3674
541	4339	3666
542	4367	3675
543	4380	3671
544	4392	3667
545	4402	3660
546	4413	3655
547	4423	3648
548	4433	3642
549	4444	3636
550	4451	3627
551	4464	3623
552	4475	3617
553	4483	3609
554	4495	3604
555	4504	3597
556	4513	3589
557	4522	3582
558	4531	3574
559	4542	3569
560	4551	3561
561	4562	3556
562	4576	3552
563	4586	3545
564	4595	3538
565	4622	3544
566	4639	3543
567	4654	3539
568	4668	3536
569	4678	3529
570	4692	3525
571	4705	3521
572	4719	3517
573	4732	3512
574	4741	3504
575	4753	3499
576	4764	3492
577	4772	3484
578	4781	3476
579	4789	3468
580	4801	3462
581	4812	3456
582	4823	3450
583	4833	3443
584	4845	3437
585	4858	3432
586	4867	3424
587	4878	3418
588	4885	3409
589	4896	3402
590	4906	3395
591	4915	3387
592	4923	3379
593	4930	3369
594	4937	3360
595	4944	3351
596	4952	3343
597	4961	3335
598	4971	3328
599	4982	3321
600	4992	3314
601	5002	3307
602	5013	3300
603	5025	3295
604	5039	3290
605	5048	3282
606	5057	3274
607	5067	3267
608	5078	3260
609	5087	3252
610	5097	3245
611	5105	3236
612	5112	3227
613	5119	3218
614	5127	3209
615	5134	3200
616	5142	3192
617	5150	3183
618	5158	3175
619	5166	3166
620	5178	3160
621	5187	3152
622	5196	3144
623	5204	3136
624	5211	3127
625	5219	3118
626	5227	3109
627	5236	3101
628	5245	3093
629	5255	3086
630	5264	3078
631	5272	3070
632	5280	3061
633	5289	3053
634	5297	3044
635	5306	3037
636	5313	3028
637	5321	3019
638	5330	3011
639	5339	3003
640	5347	2994
641	5354	2985
642	5363	2977
643	5371	2969
644	5381	2961
645	5390	2953
646	5399	2946
647	5407	2937
648	5415	2928
649	5422	2919
650	5430	2911
651	5437	2902
652	5444	2893
653	5452	2884
654	5459	2875
655	5466	2866
656	5473	2857
657	5481	2849
658	5489	2840
659	5495	2831
660	5503	2822
661	5510	2813
662	5517	2804
663	5526	2796
664	5533	2787
665	5541	2778
666	5549	2770
667	5559	2763
668	5569	2755
669	5577	2747
670	5587	2739
671	5595	2731
672	5605	2723
673	5614	2715
674	5623	2707
675	5630	2698
676	5640	2691
677	5648	2682
678	5656	2673
679	5664	2665
680	5672	2657
681	5681	2649
682	5690	2640
683	5698	2632
684	5705	2623
685	5714	2615
686	5722	2607
687	5730	2598
688	5737	2589
689	5745	2581
690	5752	2572
691	5760	2563
692	5768	2555
693	5778	2547
694	5785	2538
695	5792	2530
696	5800	2521
697	5810	2513
698	5818	2505
699	5824	2496
700	5831	2487
701	5838	2478
702	5845	2469
703	5851	2460
704	5860	2452
705	5866	2442
706	5873	2434
707	5879	2424
708	5885	2415
709	5892	2406
710	5899	2397
711	5906	2389
712	5912	2379
713	5919	2371
714	5925	2362
715	5932	2352
716	5939	2344
717	5946	2335
718	5952	2326
719	5959	2317
720	5965	2308
721	5971	2299
722	5977	2290
723	5984	2281
724	5991	2272
725	5997	2263
726	6004	2254
727	6010	2245
728	6017	2236
729	6023	2227
730	6030	2219
731	6037	2210
732	6043	2201
733	6049	2192
734	6055	2183
735	6062	2174
736	6068	2165
737	6075	2156
738	6082	2148
739	6089	2139
740	6110	2135
741	6116	2126
742	6123	2117
743	6129	2109
744	6135	2100
745	6143	2091
746	6149	2082
747	6158	2074
748	6164	2065
749	6170	2056
750	6177	2048
751	6184	2039
752	6190	2030
753	6197	2021
754	6204	2013
755	6211	2004
756	6217	1995
757	6224	1987
758	6230	1978
759	6237	1969
760	6243	1960
761	6251	1952
762	6259	1944
763	6267	1935
764	6274	1927
765	6284	1919
766	6291	1911
767	6299	1902
768	6305	1894
769	6312	1885
770	6318	1876
771	6325	1868
772	6332	1859
773	6339	1851
774	6346	1842
775	6352	1833
776	6359	1825
777	6366	1816
778	6373	1808
779	6380	1799
780	6386	1790
781	6392	1782
782	6399	1773
783	6405	1764
784	6412	1756
785	6418	1747
786	6425	1739
787	6432	1730
788	6438	1721
789	6445	1713
790	6451	1704
791	6458	1696
792	6476	1690
793	6483	1682
794	6490	1673
795	6497	1665
796	6503	1656
797	6510	1647
798	6516	1639
799	6523	1630
800	6530	1622
801	6537	1613
802	6544	1605
803	6551	1597
804	6559	1588
805	6566	1580
806	6572	1571
807	6579	1563
808	6586	1555
809	6592	1546
810	6599	1538
811	6606	1529
812	6613	1521
813	6620	1512
814	6627	1504
815	6633	1495
816	6641	1487
817	6647	1479
818	6654	1470
819	6660	1462
820	6667	1453
821	6674	1445
822	6680	1436
823	6687	1428
824	6694	1419
825	6700	1411
826	6706	1402
827	6713	1394
828	6720	1386
829	6726	1377
830	6732	1369
831	6739	1360
832	6746	1352
833	6753	1344
834	6759	1335
835	6765	1327
836	6772	1318
837	6779	1310
838	6786	1302
839	6792	1293
840	6798	1285
841	6805	1277
842	6811	1268
843	6817	1260
844	6824	1251
845	6830	1243
846	6837	1235
847	6844	1226
848	6850	1218
849	6857	1210
850	6863	1201
851	6870	1193
852	6877	1185
853	6885	1177
854	6893	1169
855	6900	1160
856	6907	1152
857	6913	1144
858	6921	1136
859	6927	1127
860	6934	1119
861	6940	1111
862	6948	1103
863	6955	1094
864	6961	1086
865	6968	1078
866	6974	1069
867	6981	1061
868	6988	1053
869	6994	1045
870	7001	1036
871	7007	1028
872	7013	1020
873	7020	1012
874	7027	1003
875	7033	995
876	7039	987
877	7046	979
878	7053	970
879	7059	962
880	7066	954
881	7072	946
882	7079	938
883	7086	929
884	7093	921
885	7099	913
886	7106	905
887	7112	897
888	7119	888
889	7126	880
890	7132	872
891	7139	864
892	7145	856
893	7152	848
894	7158	839
895	7165	831
896	7172	823
897	7178	815
898	7185	807
899	7192	799
900	7198	790
901	7205	782
902	7212	774
903	7219	766
904	7225	758
905	7232	750
906	7239	742
907	7245	734
908	7252	726
909	7259	717
910	7265	709
911	7272	701
912	7281	693
913	7292	686
914	7299	678
915	7308	670
916	7320	662
917	7333	655
918	7341	647
919	7350	639
920	7357	631
921	7364	623
922	7371	614
923	7378	606
924	7385	598
925	7392	590
926	7399	582
927	7406	574
928	7414	566
929	7422	558
930	7429	550
931	7437	542
932	7445	534
933	7453	526
934	7462	518
935	7473	511
936	7484	503
937	7496	495
938	7504	487
939	7512	479
940	7518	471
941	7525	463
942	7531	455
943	7538	447
944	7545	439
945	7551	431
946	7558	422
947	7564	414
948	7570	406
949	7577	398
950	7583	390
951	7589	382
952	7595	374
953	7602	366
954	7608	358
955	7615	350
956	7621	342
957	7627	334
958	7633	326
959	7640	318
960	7646	310
961	7652	302
962	7658	294
963	7665	286
964	7671	278
965	7677	270
966	7683	262
967	7690	254
968	7696	246
969	7702	238
970	7708	230
971	7715	222
972	7722	214
973	7729	206
974	7735	198
975	7741	190
976	7747	182
977	7754	174
978	7760	166
979	7766	158
980	7773	150
981	7780	142
982	7785	134
983	7792	126
984	7798	118
985	7804	110
986	7810	102
987	7816	94
988	7822	87
989	7829	79
990	7837	71
991	7843	63
992	7849	55
993	7856	47
994	7862	39
995	7869	31
996	7875	23
997	7881	15
998	7888	7
999	7894	0
