iter	RMSE
674	433.3031426
675	433.1957134
676	433.0197758
677	432.9574345
678	432.8982661
679	432.8780266
680	432.7682966
681	432.5477292
682	432.522574
683	432.3656637
684	432.2364081
685	432.090984
686	432.0118502
687	431.870613
688	431.8143126
689	431.6528695
690	431.5408081
691	431.4508888
692	431.4059542
693	431.2824509
694	431.1412202
695	431.1176089
696	430.8963422
697	430.8038307
698	430.5572032
699	430.404573
700	430.2803515
701	430.2328205
702	430.1445828
703	429.9552378
704	429.9104112
705	429.8765541
706	429.7735685
707	429.6808364
708	429.6012288
709	429.4735263
710	429.235343
711	429.1212478
712	429.1003125
713	429.023906
714	428.9103115
715	428.8297762
716	428.8002045
717	428.7436494
718	428.6480881
719	428.5515098
720	428.4711659
721	428.4307393
722	428.3450202
723	428.2970659
724	428.0891444
725	428.0711293
726	427.959857
727	427.8785131
728	427.8118536
729	427.7389937
730	427.6529015
731	427.5522037
732	427.4519608
733	427.3503878
734	427.2670654
735	427.0991152
736	427.0531506
737	427.0044737
738	426.7743097
739	426.7413881
740	426.6869299
741	426.5556038
742	426.4132238
743	426.3225958
744	426.2002882
745	426.0070929
746	425.9348383
747	425.8596704
748	425.5868902
749	425.4103139
750	425.3253508
751	425.2708003
752	425.1815799
753	425.1304963
754	425.0067175
755	424.9005522
756	424.8663885
757	424.7335654
758	424.6661706
759	424.6289826
760	424.5820274
761	424.4751716
762	424.3611257
763	424.2986117
764	424.1009867
765	424.0111715
766	423.9847456
767	423.8874087
768	423.8108315
769	423.6471853
770	423.5812906
771	423.5360105
772	423.5063949
773	423.4355395
774	423.3900084
775	423.3680299
776	423.2836933
777	423.1785832
778	423.0140615
779	422.9276602
780	422.8618342
781	422.8390155
782	422.8051336
783	422.7049746
784	422.6269755
785	422.5518433
786	422.486499
787	422.3965142
788	422.2605406
789	422.1353278
790	422.0851858
791	421.9233623
792	421.856645
793	421.8309974
794	421.7477665
795	421.6836754
796	421.6324419
797	421.5361614
798	421.3624107
799	421.1405515
800	421.0188963
801	420.9660745
802	420.8822319
803	420.7861447
804	420.7717077
805	420.6824507
806	420.5998206
807	420.5670679
808	420.4999126
809	420.3121094
810	420.1588682
811	420.1146244
812	420.0680687
813	420.0381774
814	419.9497767
815	419.7822451
816	419.5903749
817	419.5587603
818	419.5344265
819	419.3381995
820	419.317751
821	419.2203613
822	419.2012885
823	418.9649804
824	418.8163925
825	418.7959524
826	418.7687491
827	418.7262015
828	418.6483331
829	418.550217
830	418.4079195
831	418.2007517
832	418.052258
833	417.9809267
834	417.9281716
835	417.7845614
836	417.6334259
837	417.5861626
838	417.5385314
839	417.5004024
840	417.445702
841	417.3509608
842	417.2523471
843	417.2088053
844	417.0979686
845	417.0196733
846	416.9841412
847	416.8165587
848	416.6648651
849	416.6161787
850	416.5489909
851	416.52102
852	416.45094
853	416.386561
854	416.3479875
855	416.263532
856	416.1786518
857	416.1079766
858	416.0946858
859	416.0405433
860	415.8053235
861	415.7217852
862	415.6572006
863	415.5971696
864	415.5440122
865	415.4344532
866	415.4155275
867	415.4033874
868	415.3429428
869	415.3036289
870	415.199036
871	415.1248429
872	415.0829165
873	415.0218775
874	414.9829392
875	414.8326507
876	414.7848044
877	414.7480886
878	414.7242484
879	414.6805626
880	414.5839753
881	414.5048427
882	414.4090559
883	414.3527981
884	414.2674577
885	414.1806808
886	414.1626747
887	414.1102194
888	414.062742
889	413.8889382
890	413.8080467
891	413.7458721
892	413.6572856
893	413.6035406
894	413.5908139
895	413.5639975
896	413.4969739
897	413.4292211
898	413.2342854
899	413.1871535
900	413.1409691
901	413.1103854
902	413.0888315
903	413.0480506
904	413.0113382
905	412.9159857
906	412.7368186
907	412.6590661
908	412.5966879
909	412.5694416
910	412.3939686
911	412.3143991
912	412.2488845
913	412.1816942
914	412.0399561
915	411.9750252
916	411.8997018
917	411.8850921
918	411.8409159
919	411.6411627
920	411.5966913
921	411.5762238
922	411.4660478
923	411.3044706
924	411.2524336
925	411.2396711
926	411.1616184
927	411.1247368
928	410.9792459
929	410.8198827
930	410.7050737
931	410.6487206
932	410.6042837
933	410.5837237
934	410.4288862
935	410.3912134
936	410.3621036
937	410.2566278
938	410.2454303
939	410.1603399
940	410.0976449
941	409.9510167
942	409.923788
943	409.8289573
944	409.6818751
945	409.6373399
946	409.5800718
947	409.4820336
948	409.2776819
949	409.2661602
950	409.2161963
951	409.1580995
952	409.0386419
953	408.8851824
954	408.7261955
955	408.6600032
956	408.6198706
957	408.56617
958	408.5438672
959	408.4473359
960	408.2965645
961	408.2622914
962	408.0951914
963	408.0076616
964	407.9477618
965	407.8035629
966	407.674111
967	407.637412
968	407.5797381
969	407.5466086
970	407.445782
971	407.3995317
972	407.3677999
973	407.3022877
974	407.247793
975	407.1923147
976	407.1419225
977	406.9066911
978	406.8258606
979	406.7922777
980	406.7593774
981	406.6826345
982	406.6646731
983	406.6459945
984	406.5382776
985	406.49271
986	406.4023807
987	406.3275403
988	406.2688608
989	406.1918927
990	406.1259773
991	406.0446112
992	406.0107267
993	405.9617765
994	405.7932074
995	405.7110498
996	405.5908628
997	405.4722614
998	405.3770211
999	405.3458481
